Title,Artist,ArtistBio,Date,Medium,Dimensions,CreditLine,MoMANumber,Classification,Department,DateAcquired,CuratorApproved,ObjectID,URL
"ABN-AMRO Bank Project, Amsterdam, The Netherlands, Elevation of Nederlander Boogie Woogie",Harry C. Wolf,"(American, born 1935)",1996,Ink on Mylar,"23 1/4 x 23 7/8"" (59.1 x 60.6 cm)",Gift of the architect in honor of Philip Johnson,396.1996,A&D Architectural Drawing,Architecture & Design,1996-09-25,Y,528,http://www.moma.org/collection/works/528
Untitled,Mehrdad Yazdani,"(Iranian, born 1959)",1996,Acrylic paint on plywood,"46 3/4 x 24"" (118.7 x 61 cm)",Gift of the architect in honor of Philip Johnson,397.1996,A&D Architectural Drawing,Architecture & Design,1996-09-25,N,533,
"Lemoine House (Maison à Bordeaux), Floirac, Bordeaux, France","Rem Koolhaas, Julien Monfort, Jeroen Thomas, Yo Yamagata, Jeanne Gang, Chris Dondorp","(Dutch, born 1944) (French, born 1968) (Dutch, born 1952) (Japanese, born 1962) (American, born 1964) (Dutch, born 1970)",1994-98,"Aluminum, plastic, metal, composite board, rock, electric lights and motor","12 7/8 x 52 1/8 x 18 3/16"" (32.7 x 132.4 x 46.2 cm)",Gift of Patricia Phelps de Cisneros in honor of Terence Riley,101.1996,A&D Architectural Model,Architecture & Design,1996-04-09,Y,974,http://www.moma.org/collection/works/974
"A Dutch House, Holten, The Netherlands","Rem Koolhaas, Gro Bonesmo, Jeroen Thomas","(Dutch, born 1944) (Norwegian, born 1963) (Dutch, born 1952)",1993,"Plywood, plastic, paper, sand, wood, metal, and paint","15 1/8 x 36 1/2 x 59"" (38.4 x 92.7 x 149.9 cm)",Given anonymously,102.1996,A&D Architectural Model,Architecture & Design,1996-04-09,Y,975,http://www.moma.org/collection/works/975
"Municipal Gymnasium, Simancas, Spain, Facade study","Iñaki Ábalos, Juan Herreros","(Spanish, born 1956) (Spanish, born 1958)",1990-91,Wood and acrylic,"9 1/2 x 19 3/8 x 1/4"" (24.2 x 49.2 x 0.6 cm)",Gift of the architects in honor of Philip Johnson,403.1996,A&D Architectural Model,Architecture & Design,1996-09-25,N,1023,
"Church of the Light, Ibaraki, Osaka, Japan",Tadao Ando,"(Japanese, born 1941)",1984-89,Wood,"7 1/8 x 17 3/4 x 7"" (18.1 x 45.1 x 17.8 cm)",Gift of the architect in honor of Philip Johnson,404.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1024,http://www.moma.org/collection/works/1024
"Company Centre Nijkerk Project, Nijkerk, The Netherlands",Ben van Berkel,"(Dutch, born 1957)",1992,"Aluminium, wood, and Plexiglass","2 1/4 x 39 1/4 x 24"" (5.7 x 99.7 x 61 cm) Scale 1:200",Gift of the architect in honor of Philip Johnson,405.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1025,http://www.moma.org/collection/works/1025
"Alamillo Bridge and Cartuga Viaduct, Seville, Spain",Santiago Calatrava,"(Spanish, born 1951)",1987-92,Acrylic and mirror glass,"34 x 104 x 24 1/2"" (86.4 x 264.2 x 62.2 cm)",Gift of the architect,406.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1026,http://www.moma.org/collection/works/1026
"Lyons Airport Railroad Station, Lyons-Satolas, France",Santiago Calatrava,"(Spanish, born 1951)",1989-94,Acrylic and mirror glass,"21 x 60 1/8 x 31 7/8"" (53.3 x 152.7 x 81 cm)",Gift of the architect,407.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1027,http://www.moma.org/collection/works/1027
"Rooftop Remodeling, Vienna, Austria, Scale model 1:25","Wolf D. Prix, Helmut Swiczinsky","(Austrian, born 1942) (Polish, born 1944)",1984,"Plastic, wood, metal, cardboard, foamboard, and paint","54 x 42 x 36"" (137.2 x 106.7 x 91.5 cm)",Gift of the architect in honor of Philip Johnson,408.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1028,http://www.moma.org/collection/works/1028
"Alteka Office Building Project, Tokyo, Japan","Eisenman Architects, New York, Peter Eisenman, Richard Rosson, Mark Wamble, Gregory Merryweather, Nazli Gononsay","(founded 1988) (American, born 1932) (American, born 1959)",1991,"Wood, acrylic, and color tape (zip-a-tone color)","14 1/2 x 12 1/8 x 9 1/2"" (36.8 x 30.8 x 24.2 cm)",Gift of the architect in honor of Philip Johnson,409.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1030,http://www.moma.org/collection/works/1030
"Addition to the Solomon R. Guggenheim Museum, New York, New York, Scale model 1/16"" = 1'","Gwathmey Siegel & Associates Architects, Charles Gwathmey, Robert Siegel","(American, established 1967) (American, 1938–2009) (American, born 1939)",1984-92,Plexiglass and paint,"11 3/4 x 19 x 14 1/2"" (29.8 x 48.3 x 36.8 cm)",Gift of the architects in honor of Philip Johnson,410.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1031,http://www.moma.org/collection/works/1031
"Vulcania, St. Ours-les-Roches, Auvergne, France",Hans Hollein,"(Austrian, 1934–2014)",1994-2002,Sand-cast basalt,"2 1/2 x 30 1/2 x 17"" (6.4 x 77.5 x 43.2 cm)",Gift of the architect in honor of Philip Johnson,411.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1032,http://www.moma.org/collection/works/1032
"Facade Panel from the Ricola Europe Factory and Storage Building, Mulhouse-Brunnstatt, France","Herzog & de Meuron, Basel, Jacques Herzog, Pierre de Meuron, Karl Blossfeldt","(est. 1978) (Swiss, born 1950) (Swiss, born 1950) (German, 1865–1932)",1992-93,"Silkscreen on acrylic, framed in aluminum","78 3/4 x 80 1/2 x 1 5/8"" (200 x 204.5 x 4.2 cm)",Gift of the architects in honor of Philip Johnson,412.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1033,http://www.moma.org/collection/works/1033
"Mediatheque, Sendai, Miyagi Prefecture, Japan (Scale model 1:150)","Toyo Ito & Associates, Architects","(Japan, established 1971)",1995–2001,Acrylic,"10 5/8 x 31 1/2 x 29 1/8"" (27 x 80 x 74 cm)",Gift of the architect in honor of Philip Johnson,413.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1034,http://www.moma.org/collection/works/1034
"Palm Bay Seafront Hotel and Convention Center Project, Agadir, Morocco","Rem Koolhaas, Winy Maas, Elizabeth Alford, Xaveer de Geyter, Ray Maggiore, Vince Scirano, Ron Steiner, Yushi Uehara","(Dutch, born 1944) (Dutch, born 1959) (American, born 1967) (Dutch, born 1970) (American, born 1964) (American, born 1966) (American, born 1952) (Japanese, born 1964)",1990,"Plaster, aluminium, and goldplate","5 5/8 x 27 3/8 x 27 3/8"" (14.3 x 69.6 x 69.6 cm)",Gift of the architect in honor of Philip Johnson,414.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1035,http://www.moma.org/collection/works/1035
"Berlin Museum with the Jewish Museum, Scale model 1:100",Daniel Libeskind,"(American, born Poland 1946)",1989-2001,Wood and paper,"11 1/2 x 119 x 99 1/2"" (29.2 x 302.3 x 252.7 cm)",Gift of the architect in honor of Philip Johnson,415.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1036,http://www.moma.org/collection/works/1036
"Golgi Structures, project",Fumihiko Maki,"(Japanese, born 1928)",1967,Plexiglass and acrylic,"5 3/4 x 12 3/4 x 10 7/8"" (14.6 x 32.4 x 27.6 cm)",Gift of the architect in honor of Philip Johnson,416.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1037,http://www.moma.org/collection/works/1037
"Federal Building and United States Courthouse, Islip, New York, Study of entry rotunda","Richard Meier & Partners, Architects",(founded 1963),1993-2000,Wood,"34 x 50 1/4 x 26 1/4"" (86.4 x 127.7 x 66.7 cm)",Gift of the architect in honor of Philip Johnson,417.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1038,http://www.moma.org/collection/works/1038
"Cartier Foundation for Contemporary Art, Paris, France, Elevation",Jean Nouvel,"(French, born 1945)",1992-93,Screenprint drawings on Plexiglass,"Each: 19 5/8 x 35 1/2 x 2 5/8"" (49.8 x 90.2 x 6.7 cm)",Gift of the architect in honor of Philip Johnson,418.1996.a-h,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1039,http://www.moma.org/collection/works/1039
"Nike Tower, project, Linz, Austria","Ortner & Ortner, Laurids Ortner, Manfred Ortner","(Austrian, founded 1987) (Austrian, born 1941) (Austrian, born 1943)",1991,Acrylic and metal,"55 3/4 x 9 x 12 1/8"" (141.6 x 22.8 x 30.8 cm)",Gift of the architects in honor of Philip Johnson,419.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1040,http://www.moma.org/collection/works/1040
"House for Venice Biennale, project",Cesar Pelli,"(American, born Argentina 1926)",1976,Acrylic and dichroic glass,"3 x 27 1/2 x 27 1/2"" (7.6 x 69.9 x 69.9 cm)",Gift of the architect in honor of Philip Johnson,420.1996,A&D Architectural Model,Architecture & Design,1996-09-25,N,1041,
"Sight Specific, project","Joel Sanders, Marc Tsurumaki, Jonathan Crary","(American, born 1956) (American, born 1965) (American, born 1951)",1994,"Bass wood, steel, paper, and resin","12 1/2 x 59 1/4 x 20"" (31.8 x 150.5 x 50.8 cm)",Gift of the architect in honor of Philip Johnson,421.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1042,http://www.moma.org/collection/works/1042
"Villa in the Forest, Chino, Nagano, Japan",Kazuyo Sejima & Associates,"(Japanese, established 1987)",1992-94,Acrylic,"6 1/2 x 29 1/2 x 29 3/4"" (16.5 x 74.9 x 75.6 cm)",Gift of the architect in honor of Philip Johnson,422.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1043,http://www.moma.org/collection/works/1043
"Feature Animation Building, Walt Disney Company, Burbank, California, Design development phase - atrium study",Robert A. M. Stern,"(American, born 1939)",1991-94,"Wood, foamcore, and paint","43 1/2 x 29 1/2 x 29 1/2"" (110.5 x 74.9 x 74.9 cm)",Gift of the architect in honor of Philip Johnson,423.1996,A&D Architectural Model,Architecture & Design,1996-09-25,N,1044,
"Oxnard House, project, Oxnard, California",Mehrdad Yazdani,"(Iranian, born 1959)",1992,"Aluminum, copper, plastic and wood","14 1/8 x 18 x 30"" (35.9 x 45.7 x 76.2 cm) Scale 1/2""=1'",Gift of the architect in honor of Philip Johnson,424.1996,A&D Architectural Model,Architecture & Design,1996-09-25,Y,1045,http://www.moma.org/collection/works/1045
Crinkled Sheer Fabric,Junichi Arai,"(Japanese, born 1932)",c. 1995,Polyester and nylon,"240 x 32""  (609.6 x 81.3 cm)",Gift of the designer,104.1996,A&D Design,Architecture & Design,1996-04-09,Y,2122,http://www.moma.org/collection/works/2122
Crinkled Metallic Fabric,Junichi Arai,"(Japanese, born 1932)",c. 1995,Polyester and aluminum split yarn,"170 x 34""  (431.8 x 86.3 cm)",Gift of the designer,105.1996,A&D Design,Architecture & Design,1996-04-09,N,2128,
Asimmetrico Drinking Glass,Joe Colombo,"(Italian, 1930–1971)",1964,Glass,"5 3/4 x 2 3/4"" (14.6 x 7 cm)",Gift of Rob Beyer,106.1996,A&D Design,Architecture & Design,1996-04-09,Y,2136,http://www.moma.org/collection/works/2136
Table,Edward William Godwin,"(British, 1833–1886)",c. 1875,Wood and brass,"28 3/4 x 40 x 40"" (73 x 101.6 x 101.6 cm)",Gift of Paul F. Walter,107.1996,A&D Design,Architecture & Design,1996-04-09,Y,2143,http://www.moma.org/collection/works/2143
Tablecloth,"Josef Hoffmann, Berthold Löffler","(Austrian, 1870–1956) (Austrian, 1874–1960)",1905,Cotton,"52 1/2 x 53 1/2"" (133.4 x 135.9 cm)",Gift of Paul F. Walter,108.1996,A&D Design,Architecture & Design,1996-04-09,N,2149,
Nesting Coffee Table,Frederick Kiesler,"(American, born Austria-Hungary. 1890–1965)",1935-38,Cast aluminum,".a: 9 1/2 x 34 x 25"" (24.1 x 86.4 x 63.5 cm)  .b: 9 1/2 x 22 x 16 1/4"" (24 x 55.9 x 41.3 cm)",Gift of Carlo M. Grossman and Josie G. Lindau in memory of their parents Isobel and Isidore Grossman,109.1996.a-b,A&D Design,Architecture & Design,1996-04-09,Y,2154,http://www.moma.org/collection/works/2154
Coat Hook,William Lescaze,"(American, born Switzerland. 1896–1969)",Before 1946,Chrome-plated brass,"6 3/4 x 4 x 7/8"" (17.1 x 10.2 x 2.2 cm)",Gift of Frank Stanton,110.1996,A&D Design,Architecture & Design,1996-04-09,Y,2159,http://www.moma.org/collection/works/2159
Paraform,"Lohmann GmbH and Co., Neuwield, Germany",,c. 1995,Polyester fiber,"Each: 12 1/2 x 10 5/8 x 1 7/8"" (31.7 x 27 x 4.8 cm)",Gift of the manufacturer,111.1996.1-27,A&D Design,Architecture & Design,1996-04-09,Y,2163,http://www.moma.org/collection/works/2163
ThinkPad 701 Portable Computer,"Sam Lucente, John Karidis, Robert P. Tennant, Richard Sapper, IBM Corporation","(American, born 1958) (American, 1958–2012) (American, born 1948) (German, born 1932) (American, founded 1911)",1995,Plastic casing,"closed: 1 3/4 x 9 11/16 x 7 7/8"" (4.5 x 24.6 x 20 cm)opened: 9 1/8 x 11 1/2 x 7 7/8"" (23.2 x 29.2 x 20 cm)",Gift of the manufacturer,112.1996,A&D Design,Architecture & Design,1996-04-09,Y,2168,http://www.moma.org/collection/works/2168
E-Type Roadster,"Sir William Lyons, Malcolm Sayer, William M. Heynes","(British, 1901–1985) (British, 1916–1970) (British, 1903–1989)",1961,Steel body,"48 x 66 x 176"" (121.9 x 167.6 x 447 cm)",Gift of Jaguar Cars,113.1996,A&D Design,Architecture & Design,1996-04-09,Y,2172,http://www.moma.org/collection/works/2172
Scarf,Eiji Miyamoto,"(Japanese, born 1948)",1991,Silk,"77 x 33 1/2"" (195.6 x 85.1 cm)",Gift of the designer,114.1996,A&D Design,Architecture & Design,1996-04-09,Y,2176,http://www.moma.org/collection/works/2176
Tumbler,Harry J. Powell,"(British, 1855–1922)",1880-1914,Glass,"4 3/8 x 2 3/4"" (11.1 x 7 cm)",Mrs. Armand P. Bartos Purchase Fund,115.1996,A&D Design,Architecture & Design,1996-04-09,Y,2181,http://www.moma.org/collection/works/2181
Wine Glass,Harry J. Powell,"(British, 1855–1922)",1880-1914,Glass,"4 7/8 x 2 3/4"" (12.4 x 7 cm)",Mrs. Armand P. Bartos Purchase Fund,116.1996,A&D Design,Architecture & Design,1996-04-09,Y,2186,http://www.moma.org/collection/works/2186
Woodnotes Textile,Ritva Puotila,"(Finnish, born 1935)",1987-91,Paper twine,".1: 59 x 36 1/2"" (149.9 x 92.7 cm).2: 59 1/4 x 36 1/2"" (150.5 x 92.7 cm).3: 58 1/2 x 36 1/4"" (148.6 x 92.1 cm).4: 57 x 36 1/4"" (144.8 x 92.1 cm).5: 59 1/2 x 36 1/2"" (151.1 x 92.7 cm).6: 18 1/4 x 14 1/4"" (46.4 x 36.2 cm)",Gift of the manufacturer,117.1996.1-6,A&D Design,Architecture & Design,1996-04-09,Y,2191,http://www.moma.org/collection/works/2191
Isowave Textile,"N.V. Schlegel S.A., Gistel, Belgium",,c. 1995,Nylon and copper,"236 1/2 x 40 1/2"" (600.7 x 102.9 cm)",Gift of the manufacturer,118.1996,A&D Design,Architecture & Design,1996-04-09,N,2196,
Settee,Gustav Stickley,"(American, 1858–1942)",1905,Oak and rush,"49 x 48 x 24"" (124.5 x 121.9 x 61 cm)","Gift of Susan de Menil, Edgar Smith, Beth Cathers, and Nick Dembrosky",119.1996,A&D Design,Architecture & Design,1996-04-09,Y,2201,http://www.moma.org/collection/works/2201
Jelly Fish Fabric,Reiko Sudo,"(Japanese, born 1953)",c. 1994,Polyester,"251 x 34""  (637.5 x 86.4 cm)",Gift of the manufacturer,120.1996,A&D Design,Architecture & Design,1996-04-09,Y,2206,http://www.moma.org/collection/works/2206
Fabric,Reiko Sudo,"(Japanese, born 1953)",c. 1994,Brass and cotton,"242 x 46"" (614.7 x 116.8 cm)",Gift of the manufacturer,121.1996,A&D Design,Architecture & Design,1996-04-09,Y,2211,http://www.moma.org/collection/works/2211
Corn Silk Fabric,Reiko Sudo,"(Japanese, born 1953)",c. 1994,Polyurethane and silk,"244 x 30"" (619.7 x 76.2 cm)",Gift of the manufacturer,122.1996,A&D Design,Architecture & Design,1996-04-09,Y,2216,http://www.moma.org/collection/works/2216
Rakugaki Fabric,Reiko Sudo,"(Japanese, born 1953)",c. 1994,Polyester base and rayon pile,"254 x 48"" (645.2 x 121.9 cm)",Gift of the manufacturer,123.1996,A&D Design,Architecture & Design,1996-04-09,Y,2220,http://www.moma.org/collection/works/2220
Fabric,Reiko Sudo,"(Japanese, born 1953)",c. 1994,Stainless steel and cotton,"242 x 46"" (614.7 x 116.8 cm)",Gift of the manufacturer,124.1996,A&D Design,Architecture & Design,1996-04-09,N,2224,
Bubble Pack Fabric,Reiko Sudo,"(Japanese, born 1953)",c. 1994,Silk with shrink masking,"239 x 29"" (607 x 73.6 cm)",Gift of the manufacturer,125.1996,A&D Design,Architecture & Design,1996-04-09,N,2229,
Fabric,Reiko Sudo,"(Japanese, born 1953)",c. 1994,Polyester,"236 1/4 x 33"" (600.1 x 83.8 cm)",Gift of the manufacturer,126.1996,A&D Design,Architecture & Design,1996-04-09,Y,2236,http://www.moma.org/collection/works/2236
Bubble Boy Speakers,Tomoyuki Sugiyama,"(Japanese, born 1954)",1986,Ceramic casing,"11 x 8 5/8 x 7 7/8"" (28 x 21.9 x 20 cm)",Gift of the manufacturer,127.1996.1-2,A&D Design,Architecture & Design,1996-04-09,Y,2240,http://www.moma.org/collection/works/2240
Torayca Textile,"Toray Industries, Inc., Tokyo","(Japanese, established 1926)",Unknown,Carbon fiber,"l. 393 3/4 x w. 39 3/8""  (l. 1000.2 x w. 100 cm)",Gift of the manufacturer,128.1996,A&D Design,Architecture & Design,1996-04-09,N,2244,
Encircling Net,"Toray Industries, Inc., Tokyo, Nitto Seimo Co. Ltd., company design","(Japanese, established 1926) (Japanese, established 1910)",1996,"""TETORON"" polyester","contracted: 278 x 1 7/16"" (706.1 x 3.7 cm)expanded: 278 x 132"" (706.1 x 335.3 cm)",Gift of the manufacturer,129.1996,A&D Design,Architecture & Design,1996-04-09,Y,2248,http://www.moma.org/collection/works/2248
